ICC Name, Source Component, Target Component, Type of Communication, Android API Count, Java API Count, User Action Count, Permissions, SSoutO, Repacked
 , , , , , , ,[android.permission.INTERNET]-[android.permission.CAMERA]-[android.permission.ACCESS_NETWORK_STATE]-[android.permission.WAKE_LOCK]-,0,1
startActivity,com/onevcat/uniwebview/AndroidPlugin$2$1,android.intent.action.SENDTO,external,0,0,1
startActivity,com/onevcat/uniwebview/UniWebChromeClient,com/onevcat/uniwebview/UniWebViewCustomViewActivity,external,0,0,1
startActivity,com/onevcat/uniwebview/UniWebViewDialog$2,android.intent.action.GET_CONTENT,external,0,0,6
startActivityForResult,com/onevcat/uniwebview/UniWebViewDialog$2,android.intent.action.GET_CONTENT,external,0,0,6
startActivity,com/onevcat/uniwebview/UniWebViewDialog$2,android.intent.action.GET_CONTENT,external,0,0,6
startActivityForResult,com/onevcat/uniwebview/UniWebViewDialog$2,android.intent.action.GET_CONTENT,external,0,0,6
startActivity,com/onevcat/uniwebview/UniWebViewDialog$2,android.intent.action.GET_CONTENT,external,0,0,6
startActivityForResult,com/onevcat/uniwebview/UniWebViewDialog$2,android.intent.action.GET_CONTENT,external,0,0,6
