ICC Name, Source Component, Target Component, Type of Communication, Android API Count, Java API Count, User Action Count, Permissions, SSoutO, Repacked
 , , , , , , ,[android.permission.INTERNET]-[android.permission.ACCESS_COARSE_LOCATION]-[android.permission.ACCESS_FINE_LOCATION]-[android.permission.ACCESS_NETWORK_STATE]-[android.permission.CHANGE_NETWORK_STATE]-[android.permission.WRITE_EXTERNAL_STORAGE]-[android.permission.WAKE_LOCK]-[android.permission.READ_PHONE_STATE]-[android.permission.STATUS_BAR]-[com.android.vending.BILLING]-[android.permission.RECEIVE_BOOT_COMPLETED]-[android.permission.VIBRATE]-,0,0
startActivity,com/tap/taptapcore/frontend/c/a,com/tap/taptapcore/frontend/home/TTRHomeViewActivity,external,113,541,47
startActivity,com/tap/taptapcore/frontend/loading/TTRLoadingActivity,null,external,113,576,62
startActivity,com/tapjoy/c,android.intent.action.VIEW,external,113,579,79
startActivity,com/tapjoy/i,android.intent.action.VIEW,external,113,580,80
startActivity,com/tapjoy/i,android.intent.action.VIEW,external,113,580,80
startActivity,com/tapjoy/j,android.intent.action.VIEW,external,113,580,80
startActivity,com/tapjoy/j,android.intent.action.VIEW,external,113,580,80
startActivity,com/tapjoy/TapjoyFeaturedAppWebView,com/tapjoy/TJCOffersWebView,external,118,580,80
startActivity,com/tapulous/a/d,com/tap/taptapcore/frontend/postgame/TTRPostGameViewActivity,external,143,595,84
startActivity,com/tapulous/a/d,com/tapulous/ttr/TTRLiveRoomViewActivity,external,143,595,84
startActivity,com/tapulous/a/d,com/tapulous/ttr/TTRPopupMessageViewActivity,external,143,595,84
startActivity,com/tapulous/a/d,com/tapulous/ttr/TTRGameActivity,external,143,595,84
startActivity,com/tapulous/a/d,com/tap/taptapcore/frontend/loading/TTRLoadingActivity,external,143,595,84
startActivity,com/tapulous/ttr/am,com/tapulous/ttr/TTRLiveRoomViewActivity,external,152,676,91
startActivity,com/tapulous/ttr/TTRLiveRoomCategoryListViewActivity,com/tapulous/ttr/TTRLiveRoomViewActivity,internal,152,676,122
startActivity,com/tapulous/ttr/TTRPlayOnlineViewActivity,com/tapulous/ttr/TTRLiveFriendsViewActivity,internal,152,684,124
startActivity,com/tapulous/ttr/TTRPlayOnlineViewActivity,com/tapulous/ttr/TTRLiveRoomCategoryListViewActivity,internal,153,684,125
startActivity,com/tapulous/ttr/widget/TAPAdView,android.intent.action.VIEW,external,153,688,139
sendBroadcast,com/urbanairship/airmail/a,Using intent: ,external,155,705,144
sendBroadcast,com/urbanairship/airmail/a,com.urbanairship.push.IntentReceiver,external,155,705,144
startService,com/urbanairship/airmail/AirMailService,com/urbanairship/airmail/AirMailService,internal,157,705,145
startActivity,com/urbanairship/airmail/MainListActivity,package_name,external,177,750,147
startActivity,com/urbanairship/airmail/MainListActivity,com/urbanairship/airmail/DebugActivity,external,177,750,148
startActivity,com/urbanairship/airmail/v,com/urbanairship/airmail/QuietTimeActivity,external,177,762,151
