ICC Name, Source Component, Target Component, Type of Communication, Permissions
 , , , , [android.permission.INTERNET]-[android.permission.ACCESS_NETWORK_STATE]-[android.permission.WRITE_EXTERNAL_STORAGE]-[android.permission.READ_EXTERNAL_STORAGE]-
startActivity,com/google/ads/AdActivity,com/google/ads/AdActivity,external
startActivity,com/google/ads/AdActivity,android.intent.action.VIEW,external
startActivity,com/tekciz/tvshow/activity/main/tab/forus/ForUsActivity,android.intent.action.SEND,internal
startActivity,com/tekciz/tvshow/activity/main/tab/listvideo/ListVideoActivity$2,android.intent.action.VIEW,external
startActivity,com/tekciz/tvshow/activity/main/tab/newvideo/NewVideoActivity,android.intent.action.VIEW,external
startActivity,com/tekciz/tvshow/activity/startup/SplashActivity$1,com/tekciz/tvshow/activity/main/MainActivity,external
startActivity,com/tekciz/tvshow/activity/startup/SplashActivity$1,com/tekciz/tvshow/activity/main/MainActivity,external
startActivity,com/tekciz/tvshow/activity/startup/SplashActivity$1,com/tekciz/tvshow/activity/main/MainActivity,external
startActivity,com/tekciz/tvshow/activity/TabGroupActivity,null,external
startActivity,com/tekciz/tvshow/activity/TabGroupActivity,null,external
