ICC Name, Source Component, Target Component, Type of Communication, Android API Count, Java API Count, User Action Count, Permissions, SSoutO, Repacked
 , , , , , , ,[android.permission.WRITE_EXTERNAL_STORAGE]-[android.permission.INTERNET]-[android.permission.ACCESS_WIFI_STATE]-[android.permission.ACCESS_NETWORK_STATE]-[android.permission.READ_PHONE_STATE]-,0,0
startActivity,ab,android.intent.action.VIEW_DOWNLOADS,external,0,0,0
startActivity,al,android.intent.action.VIEW,external,0,6,6
startActivity,android/support/v4/app/ActivityCompat,null,external,0,6,7
startActivity,android/support/v4/app/ActivityCompat,null,external,0,6,7
startActivity,android/support/v4/app/ActivityCompat,null,external,0,6,7
startActivityForResult,android/support/v4/app/ActivityCompat,null,external,0,6,7
startActivity,android/support/v4/app/ActivityCompat,null,external,0,6,7
startActivityForResult,android/support/v4/app/ActivityCompat,null,external,0,6,7
startActivity,android/support/v4/app/ActivityCompatJB,null,external,0,9,7
startActivity,android/support/v4/app/ActivityCompatJB,null,external,0,9,7
startActivityForResult,android/support/v4/app/ActivityCompatJB,null,external,0,9,7
startActivity,android/support/v4/app/Fragment,null,external,0,19,11
startActivityFromFragment,android/support/v4/app/Fragment,null,external,0,19,11
startActivity,android/support/v4/app/Fragment,null,external,0,19,11
startActivityFromFragment,android/support/v4/app/Fragment,null,external,0,19,11
startActivity,android/support/v4/app/FragmentActivity,null,external,0,23,15
startActivityForResult,android/support/v4/app/FragmentActivity,null,external,0,23,15
startActivity,android/support/v4/app/FragmentActivity,null,external,0,23,15
startActivityForResult,android/support/v4/app/FragmentActivity,null,external,0,23,15
startActivity,android/support/v4/app/FragmentActivity,null,external,0,23,15
startActivityForResult,android/support/v4/app/FragmentActivity,null,external,0,23,15
startActivity,android/support/v4/app/NavUtils$NavUtilsImplBase,NavUtils,external,0,70,20
startActivity,android/support/v4/app/ShareCompat$IntentBuilder,android.intent.action.SEND,external,0,70,20
startActivities,android/support/v4/app/TaskStackBuilder,null,external,0,70,20
startActivities,android/support/v4/app/TaskStackBuilder,null,external,0,70,20
startActivities,android/support/v4/content/ContextCompat,null,external,0,119,20
startActivities,android/support/v4/content/ContextCompat,null,external,0,119,20
startActivities,android/support/v4/content/ContextCompat,null,external,0,119,20
startActivities,android/support/v4/content/ContextCompatHoneycomb,null,external,0,125,20
startActivities,android/support/v4/content/ContextCompatJellybean,null,external,0,125,20
startActivity,android/support/v4/content/IntentCompat$IntentCompatImplHC,null,external,2,209,20
startActivity,android/support/v4/content/IntentCompat,null,external,2,209,20
startActivity,android/support/v4/content/IntentCompatHoneycomb,null,external,2,209,20
sendBroadcast,android/support/v4/content/LocalBroadcastManager,null,external,4,211,20
startService,android/support/v4/content/WakefulBroadcastReceiver,null,external,4,215,20
startActivity,com/etioswift/youtube/videodownloader/activity/DownloadedVideoListActivity$1,com/etioswift/youtube/videodownloader/activity/PlayerActivity,external,12,381,67
startActivity,com/etioswift/youtube/videodownloader/activity/DownloadedVideoListActivity$2,com/etioswift/youtube/videodownloader/activity/PlayerActivity,external,12,381,68
startActivity,com/etioswift/youtube/videodownloader/activity/SearchActivity$5$1,com/etioswift/youtube/videodownloader/activity/FullscreenDemoActivity,external,19,412,92
startActivity,com/etioswift/youtube/videodownloader/activity/SearchActivity$9,android.settings.SETTINGS,external,19,412,96
startActivityForResult,com/etioswift/youtube/videodownloader/activity/SearchActivity$9,android.settings.SETTINGS,external,19,412,96
startActivity,com/etioswift/youtube/videodownloader/activity/SplashActivity,com/etioswift/youtube/videodownloader/activity/MainTabActivity,external,23,513,101
startActivity,com/etioswift/youtube/videodownloader/activity/VideoListActivity$2$1,com/etioswift/youtube/videodownloader/activity/FullscreenDemoActivity,external,23,524,103
startActivity,com/etioswift/youtube/videodownloader/activity/VideoListActivity$4,com/etioswift/youtube/videodownloader/activity/PlayerActivity,external,23,524,105
startActivity,com/etioswift/youtube/videodownloader/activity/VideoListActivity$5,android.settings.SETTINGS,external,23,524,106
startActivityForResult,com/etioswift/youtube/videodownloader/activity/VideoListActivity$5,android.settings.SETTINGS,external,23,524,106
bindService,com/google/android/youtube/player/internal/r$c,null,external,45,720,113
bindService,com/google/android/youtube/player/internal/r,null,external,45,720,113
bindService,com/google/android/youtube/player/internal/r,YouTubeClient,external,45,720,113
bindService,com/google/android/youtube/player/internal/r,YouTubeClient,external,45,720,113
bindService,com/google/android/youtube/player/internal/y,null,external,45,720,113
sendBroadcast,com/google/android/youtube/player/internal/y,null,external,51,744,133
sendBroadcast,com/google/android/youtube/player/internal/y,null,external,51,744,133
sendOrderedBroadcast,com/google/android/youtube/player/internal/y,null,external,51,744,133
sendOrderedBroadcast,com/google/android/youtube/player/internal/y,null,external,51,744,133
sendStickyBroadcast,com/google/android/youtube/player/internal/y,null,external,51,744,133
sendStickyOrderedBroadcast,com/google/android/youtube/player/internal/y,null,external,51,744,133
startActivities,com/google/android/youtube/player/internal/y,null,external,51,746,133
startActivities,com/google/android/youtube/player/internal/y,null,external,51,746,133
startActivity,com/google/android/youtube/player/internal/y,null,external,51,746,133
startActivity,com/google/android/youtube/player/internal/y,null,external,51,746,133
startActivity,com/google/android/youtube/player/internal/y,null,external,51,746,133
startActivityForResult,com/google/android/youtube/player/internal/y,null,external,51,746,133
startActivity,com/google/android/youtube/player/internal/y,null,external,51,746,133
startActivityForResult,com/google/android/youtube/player/internal/y,null,external,51,746,133
startActivity,com/google/android/youtube/player/internal/y,null,external,51,746,133
startActivityFromChild,com/google/android/youtube/player/internal/y,null,external,51,746,133
startActivity,com/google/android/youtube/player/internal/y,null,external,51,746,133
startActivityFromChild,com/google/android/youtube/player/internal/y,null,external,51,746,133
startActivity,com/google/android/youtube/player/internal/y,null,external,51,746,133
startActivityFromFragment,com/google/android/youtube/player/internal/y,null,external,51,746,133
startActivity,com/google/android/youtube/player/internal/y,null,external,51,746,133
startActivityFromFragment,com/google/android/youtube/player/internal/y,null,external,51,746,133
startActivity,com/google/android/youtube/player/internal/y,null,external,51,746,133
startActivityIfNeeded,com/google/android/youtube/player/internal/y,null,external,51,746,133
startActivity,com/google/android/youtube/player/internal/y,null,external,51,746,133
startActivityIfNeeded,com/google/android/youtube/player/internal/y,null,external,51,746,133
startService,com/google/android/youtube/player/internal/y,null,external,51,746,133
bindService,com/google/android/youtube/player/internal/y,null,external,51,746,133
startActivity,com/google/android/youtube/player/YouTubeInitializationResult$a,null,external,51,747,134
startActivityForResult,com/google/android/youtube/player/YouTubeInitializationResult$a,null,external,51,747,134
startActivity,com/jirbo/adcolony/ADCController,com/jirbo/adcolony/AdColonyOverlay,external,51,786,136
startActivity,com/jirbo/adcolony/ADCController,com/jirbo/adcolony/AdColonyFullscreen,external,51,786,136
sendBroadcast,com/jirbo/adcolony/ADCCustomVideoView,com.android.music.musicservicecommand,external,51,802,137
startActivity,com/jirbo/adcolony/ADCMRAIDHandler,android.intent.action.EDIT,external,66,913,142
startActivity,com/jirbo/adcolony/ADCMRAIDHandler,android.intent.action.EDIT,external,66,913,142
startActivity,com/jirbo/adcolony/ADCMRAIDHandler,android.intent.action.SEND,external,66,913,142
startActivity,com/jirbo/adcolony/ADCMRAIDHandler,android.intent.action.VIEW,external,66,913,142
startActivity,com/jirbo/adcolony/ADCMRAIDHandler,android.intent.action.VIEW,external,66,913,142
startActivity,com/jirbo/adcolony/ADCMRAIDHandler,android.intent.action.VIEW,external,66,913,142
startActivity,com/jirbo/adcolony/ADCMRAIDHandler,com/jirbo/adcolony/AdColonyBrowser,external,66,913,142
startActivity,com/jirbo/adcolony/ADCMRAIDHandler,android.intent.action.VIEW,external,66,913,142
startActivity,com/jirbo/adcolony/ADCMRAIDHandler,android.intent.action.VIEW,external,66,913,142
sendBroadcast,com/jirbo/adcolony/ADCMRAIDHandler,android.intent.action.MEDIA_MOUNTED,external,66,943,142
startActivity,com/jirbo/adcolony/ADCMRAIDHandler,android.intent.action.DIAL,external,66,955,142
startActivity,com/jirbo/adcolony/AdColonyBrowser$2,android.intent.action.VIEW,external,66,955,143
startActivity,com/jirbo/adcolony/ADCVideoHUD$4,android.intent.action.VIEW,external,66,1056,158
startActivity,com/jirbo/adcolony/ADCVideoHUD,android.intent.action.VIEW,external,66,1056,158
startActivity,com/jirbo/adcolony/ADCVideoHUD,com/jirbo/adcolony/AdColonyBrowser,external,66,1059,158
startActivity,com/jirbo/adcolony/ADCVideoHUD,android.intent.action.VIEW,external,66,1059,158
startActivity,com/jirbo/adcolony/ADCVideoHUD,com/jirbo/adcolony/AdColonyBrowser,external,66,1059,158
startActivity,com/jirbo/adcolony/ADCVideoHUD,android.intent.action.VIEW,external,66,1060,160
startActivity,com/jirbo/adcolony/ADCVideoHUD,com/jirbo/adcolony/AdColonyBrowser,external,66,1060,160
startActivity,com/millennialmedia/android/BridgeMMDevice,android.intent.action.CALL,external,66,1288,183
startActivity,com/millennialmedia/android/BridgeMMDevice,android.intent.action.SEND,external,66,1288,183
startActivity,com/millennialmedia/android/BridgeMMDevice,android.intent.action.VIEW,external,66,1288,183
startActivity,com/millennialmedia/android/BridgeMMDevice,android.intent.action.VIEW,external,91,1288,183
startActivity,com/millennialmedia/android/BridgeMMDevice,android.intent.action.VIEW,external,91,1288,183
startActivity,com/millennialmedia/android/BridgeMMDevice,android.intent.action.VIEW,external,91,1288,183
startActivity,com/millennialmedia/android/BridgeMMInterstitial,android.intent.action.VIEW,external,91,1388,183
startActivity,com/millennialmedia/android/BridgeMMMedia$PickerActivity,android.media.action.IMAGE_CAPTURE,external,97,1502,183
startActivityForResult,com/millennialmedia/android/BridgeMMMedia$PickerActivity,android.media.action.IMAGE_CAPTURE,external,97,1502,183
startActivity,com/millennialmedia/android/BridgeMMMedia$PickerActivity,image/*,external,97,1502,183
startActivityForResult,com/millennialmedia/android/BridgeMMMedia$PickerActivity,image/*,external,97,1502,183
startActivity,com/millennialmedia/android/HttpRedirection$1,null,external,108,1676,187
startActivity,com/millennialmedia/android/HttpRedirection$1,null,external,108,1676,187
startActivity,com/millennialmedia/android/MMBaseActivity,null,external,110,1726,209
startActivity,com/millennialmedia/android/MMBaseActivity,null,external,110,1726,209
startActivityForResult,com/millennialmedia/android/MMBaseActivity,null,external,110,1726,209
sendBroadcast,com/millennialmedia/android/MMSDK$Event,error,external,143,1731,214
startActivity,com/millennialmedia/android/MMWebViewClient,null,external,150,1735,220
startActivity,com/millennialmedia/android/Utils$IntentUtils,android.intent.action.VIEW,external,160,1844,220
startActivity,com/millennialmedia/android/Utils$IntentUtils,android.intent.action.VIEW,external,160,1844,220
startActivity,com/millennialmedia/android/Utils$IntentUtils,com/millennialmedia/android/MMActivity,external,160,1844,220
startActivity,com/millennialmedia/android/Utils$IntentUtils,com/millennialmedia/android/MMActivity,external,160,1844,220
startActivity,com/millennialmedia/android/Utils$IntentUtils,com/millennialmedia/android/MMActivity,external,160,1844,220
startActivity,com/millennialmedia/android/Utils$IntentUtils,com/millennialmedia/android/MMActivity,external,160,1844,220
startActivity,com/millennialmedia/android/Utils$IntentUtils,com/millennialmedia/android/MMActivity,external,160,1847,220
startActivity,com/millennialmedia/android/Utils$IntentUtils,com/millennialmedia/android/MMActivity,external,160,1847,220
startActivity,com/millennialmedia/android/VideoAd,null,external,160,1853,220
startActivity,com/millennialmedia/android/VideoAd,null,external,160,1853,220
startActivity,com/millennialmedia/android/VideoAd,null,external,160,1853,220
startActivity,com/millennialmedia/android/VideoAd,null,external,160,1859,220
startActivity,com/millennialmedia/android/VideoAd,null,external,160,1859,220
startActivity,com/millennialmedia/android/VideoAd,null,external,160,1859,220
startActivity,com/millennialmedia/android/VideoAd,null,external,160,1859,220
startActivity,com/millennialmedia/android/VideoAd,videoId,external,160,1882,220
startActivity,com/millennialmedia/android/VideoAd,videoId,external,160,1882,220
startActivity,com/millennialmedia/android/VideoAd,videoId,external,160,1882,220
startActivity,com/millennialmedia/android/VideoAd,videoId,external,160,1882,220
startActivity,com/millennialmedia/android/VideoAd,videoId,external,160,1882,220
startActivity,com/millennialmedia/android/VideoAd,videoId,external,160,1882,220
startActivity,com/millennialmedia/android/VideoAd,videoId,external,160,1882,220
startActivity,com/millennialmedia/android/VideoAd,videoId,external,160,1882,220
startActivity,com/millennialmedia/android/VideoAd,videoId,external,160,1882,220
startActivity,com/millennialmedia/android/VideoPlayerActivity,null,external,160,1882,224
startActivity,I,com/revmob/ads/fullscreen/FullscreenActivity,external,160,1898,234
startActivity,U,android.intent.action.VIEW,external,306,1914,234
startActivity,U,android.intent.action.VIEW,external,306,1914,234
