ICC Name, Source Component, Target Component, Type of Communication, Permissions
 , , , , [android.permission.INTERNET]-[android.permission.ACCESS_NETWORK_STATE]-[android.permission.WAKE_LOCK]-[com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE]-[android.permission.RECEIVE_BOOT_COMPLETED]-
startActivity,androidx/appcompat/view/menu/i,null,external
startActivity,androidx/appcompat/widget/SearchView,calling_package,external
startActivity,androidx/appcompat/widget/SearchView,calling_package,external
startActivity,androidx/appcompat/widget/SearchView,calling_package,external
startActivity,androidx/core/app/a,null,external
startActivityForResult,androidx/core/app/a,null,external
startActivity,androidx/core/app/a,null,external
startActivityForResult,androidx/core/app/a,null,external
startActivity,androidx/core/app/g,null,external
startActivities,androidx/core/app/o,null,external
startActivity,androidx/fragment/app/d,null,external
startActivityForResult,androidx/fragment/app/d,null,external
startActivity,androidx/fragment/app/d,null,external
startActivityForResult,androidx/fragment/app/d,null,external
startActivity,androidx/fragment/app/h,null,external
bindService,androidx/room/g,androidx/room/MultiInstanceInvalidationService,external
sendBroadcast,androidx/work/impl/background/systemalarm/ConstraintProxy,null,external
startService,androidx/work/impl/background/systemalarm/ConstraintProxy,null,external
startService,androidx/work/impl/background/systemalarm/f,null,external
startService,androidx/work/impl/background/systemalarm/f,null,external
startService,androidx/work/impl/background/systemalarm/RescheduleReceiver,null,external
bindService,com/facebook/c0/q/f,com.android.vending.billing.InAppBillingService.BIND,external
startActivity,com/facebook/CustomTabActivity,com/facebook/CustomTabMainActivity,internal
startActivityForResult,com/facebook/CustomTabActivity,com/facebook/CustomTabMainActivity,internal
startActivity,com/facebook/CustomTabMainActivity$a,com/facebook/CustomTabMainActivity,external
bindService,com/facebook/internal/a,com.google.android.gms.ads.identifier.service.START,external
bindService,com/facebook/internal/a,com.google.android.gms.ads.identifier.service.START,external
bindService,com/facebook/internal/a,com.google.android.gms.ads.identifier.service.START,external
bindService,com/facebook/internal/a,com.google.android.gms.ads.identifier.service.START,external
bindService,com/facebook/internal/r,null,external
bindService,com/facebook/internal/r,null,external
bindService,com/facebook/internal/r,null,external
startActivity,com/facebook/internal/x$f,android.intent.action.VIEW,external
startActivity,com/google/android/gms/ads/internal/l,android.intent.action.VIEW,external
startActivity,com/google/android/gms/ads/internal/util/g1,android.intent.action.VIEW,external
startActivity,com/google/android/gms/ads/internal/util/g1,android.intent.action.VIEW,external
startActivity,com/google/android/gms/ads/internal/util/g1,android.intent.action.VIEW,external
startActivity,com/google/android/gms/ads/internal/util/g1,android.intent.action.VIEW,external
bindService,com/google/android/gms/ads/y/a,com.google.android.gms,external
startActivity,com/google/android/gms/auth/api/signin/internal/SignInHubActivity,com.google.android.gms,internal
startActivityForResult,com/google/android/gms/auth/api/signin/internal/SignInHubActivity,com.google.android.gms,internal
startActivity,com/google/android/gms/common/internal/x,null,external
startActivityForResult,com/google/android/gms/common/internal/x,null,external
startActivity,com/google/android/gms/internal/ads/ft,null,external
startActivity,com/google/android/gms/internal/ads/ft,null,external
bindService,com/google/android/gms/internal/ads/n1,http://www.example.com,external
startActivity,com/google/android/gms/internal/ads/zv0,android.intent.action.VIEW,external
sendBroadcast,com/google/android/gms/measurement/internal/r4,android.google.analytics.action.DEEPLINK_ACTION,external
bindService,d/c/b/c,android.support.customtabs.action.CustomTabsService,external
startActivities,d/h/d/a,null,external
startActivities,d/h/d/a,null,external
startActivity,d/h/d/a,null,external
startActivity,d/h/d/a,null,external
startService,d/l/a/a,null,external
bindService,d/o/m/c0,android.media.MediaRouteProviderService,external
bindService,d/o/m/c0,android.media.MediaRouteProviderService,external
bindService,d/o/m/c0,android.media.MediaRouteProviderService,external
bindService,e/c/b/a/c/p/a,null,external
bindService,e/c/b/a/c/p/a,null,external
bindService,e/c/b/a/c/p/a,null,external
startActivity,id/beeper/sloppybird/a/c,https://play.google.com/store/apps/details?id=,external
startActivity,id/beeper/sloppybird/a/c,id/beeper/sloppybird/ui/activity/GameActivity,external
startActivity,im/delight/android/webview/AdvancedWebView,android.intent.action.GET_CONTENT,external
startActivityForResult,im/delight/android/webview/AdvancedWebView,android.intent.action.GET_CONTENT,external
startActivity,im/delight/android/webview/AdvancedWebView,android.intent.action.GET_CONTENT,external
startActivityForResult,im/delight/android/webview/AdvancedWebView,android.intent.action.GET_CONTENT,external
